date,open,high,low,close,volume,ema10,ema20,vwma20,rsi14,signal
2024-02-21,25.15,25.42,24.82,25.08,75874.0,25.33120071881623,25.408724569443738,25.476370851313302,46.763253075484855,0
2024-02-20,25.19,25.63,24.84,25.18,72142.0,25.30370967903146,25.386941277115763,25.447402701482897,47.658743612767495,0
2024-02-16,25.1,25.69,25.03,25.66,68888.0,25.368489737389375,25.412946869771407,25.4546143690323,51.8458068709827,0
2024-02-15,25.08,25.59,24.83,25.4,93771.0,25.37421887604585,25.41171383455508,25.439794744335245,49.534335522176825,0
2024-02-14,24.84,25.05,24.53,24.86,67079.0,25.2807245349466,25.359169659835548,25.422546118128786,45.04270112950423,0
2024-02-13,24.43,24.73,24.28,24.32,104304.0,25.10604734677449,25.260201120803593,25.323448746416975,41.035488829849506,0
2024-02-12,24.55,25.5,24.55,25.3,73407.0,25.141311465542763,25.26399149025087,25.271605076841535,49.76930611357089,0
2024-02-09,23.62,24.58,23.62,24.35,85027.0,24.997436653625897,25.17694468165555,25.209451451884654,43.10409189094017,0
2024-02-08,23.12,23.66,22.96,23.53,81200.0,24.73062998933028,25.020092807212166,25.097072894242967,38.33219407427703,0
2024-02-07,23.84,23.84,23.0,23.12,59301.0,24.437788173088407,24.839131587477674,25.000949205056457,36.17571875633418,0
2024-02-06,23.98,24.28,23.73,23.82,98244.0,24.325463050708695,24.742071436289322,24.925748534095618,42.158701049676004,0
2024-02-05,24.66,24.66,24.07,24.09,62619.0,24.282651586943476,24.679969394737956,24.91413900462856,44.32655628721593,0
2024-02-02,24.72,24.91,24.5,24.8,72166.0,24.376714934771933,24.69140088095339,24.913650046285863,49.66863427113474,0
2024-02-01,24.74,25.34,24.51,25.22,73689.0,24.530039492086125,24.741743654195922,24.95457590827158,52.568039001963704,0
2024-01-31,25.17,25.46,24.48,24.71,101869.0,24.5627595844341,24.738720449034403,24.946892888350796,48.88543373438559,0
2024-01-30,25.17,25.48,24.99,25.22,60545.0,24.68225784180972,24.78455659674541,24.971762770003757,52.47114587000401,0
2024-01-29,25.3,25.48,24.8,25.38,124793.0,24.809120052389765,24.841265492293466,24.994551671744876,53.57154308077952,0
2024-01-26,25.33,25.64,25.11,25.31,156362.0,24.90018913377344,24.885906873979806,25.00397169475115,52.99347725557454,0
2024-01-25,24.69,25.25,24.52,25.17,99352.0,24.949245654905543,24.912963362172206,24.884130152529988,51.78982167521532,0
2024-01-24,24.77,24.91,24.09,24.22,65554.0,24.816655535831806,24.846966851489142,24.782991482066233,44.41735581033855,0
2024-01-23,24.87,25.0,24.17,24.7,96808.0,24.795445438407842,24.832970008490175,24.765188728801714,48.41320609414437,0
2024-01-22,23.55,24.59,23.5,24.56,87934.0,24.75263717687914,24.806972864824445,24.737507934621032,47.34413238761442,0
